"","client","signaleringid","indicatorid","waarde","argument","naam","gewicht","eindresultaat","succes","toelichting","Datasource1","Interface1","Time","Year","Quarter","Month","MonthName","Week","WeekDay","DayMonth","DayYear","TimeJS","YearWeek","eindargumentatie","MS","Oncology","CV","PAH","signalering_eindresultaat"
"8656","",932868,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_x","RServe interface",2014-08-26 11:54:23,2014,3,8,"August","35","Tuesday",26,238,1409054063.727,"2014.35","CSR","","","","Damage",2
"8657","",932868,528,50,"Outsource","CRO3",1,1,"NULL","NULL","datasource_z","Unmapped",2014-08-26 11:54:23,2014,3,8,"August","35","Tuesday",26,238,1409054063.727,"2014.35","CSR","","","","Damage",2
"8658","",932884,505,100,"Outsource","CRO1",1,1,"NULL","NULL","datasource_x","RServe interface",2014-08-26 12:15:52,2014,3,8,"August","35","Tuesday",26,238,1409055352.587,"2014.35","CSR","","","","Damage",1
"8659","",932919,505,100,"In-House","Janssen",1,1,"NULL","NULL","R_model","RServe interface",2014-08-26 13:15:28,2014,3,8,"August","35","Tuesday",26,238,1409058928.133,"2014.35","CSR","","","","Damage",2
"8660","",932919,528,50,"Outsource","CRO3",1,1,"NULL","NULL","datasource_x","Unmapped",2014-08-26 13:15:28,2014,3,8,"August","35","Tuesday",26,238,1409058928.133,"2014.35","CSR","","","","Damage",2
"8662","",932931,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_z","RServe interface",2014-08-26 13:41:05,2014,3,8,"August","35","Tuesday",26,238,1409060465.95,"2014.35","CSR","","","","Damage",106
"8663","",932956,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_x","RServe interface",2014-08-26 14:17:33,2014,3,8,"August","35","Tuesday",26,238,1409062653.4,"2014.35","Other","","","","Damage",2
"8664","",932956,528,50,"In-House","Janssen",1,1,"NULL","NULL","datasource_x","Unmapped",2014-08-26 14:17:33,2014,3,8,"August","35","Tuesday",26,238,1409062653.4,"2014.35","Other","","","","Damage",2
"8665","",932979,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_y","RServe interface",2014-08-26 15:31:37,2014,3,8,"August","35","Tuesday",26,238,1409067097.51,"2014.35","Other","","","","Damage",2
"8666","",932979,528,50,"In-House","Janssen",1,1,"NULL","NULL","datasource_x","Unmapped",2014-08-26 15:31:37,2014,3,8,"August","35","Tuesday",26,238,1409067097.51,"2014.35","Other","","","","Damage",2
"8668","",933004,505,100,"In-House","Janssen",1,1,"NULL","NULL","claim_history","RServe interface",2014-08-26 16:22:48,2014,3,8,"August","35","Tuesday",26,238,1409070168.967,"2014.35","CSR","","","","Damage",101
"8671","",933018,505,100,"Outsource","CRO1",1,1,"NULL","NULL","datasource_x","RServe interface",2014-08-26 16:58:50,2014,3,8,"August","35","Tuesday",26,238,1409072330.08,"2014.35","CSR","","","","Damage",101
"8695","",934067,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_x","RServe interface",2014-08-26 17:52:34,2014,3,8,"August","35","Tuesday",26,238,1409075554.883,"2014.35","Other","","","","Damage",108
"8696","",934067,528,50,"Outsource","CRO3",1,1,"NULL","NULL","R_model","Unmapped",2014-08-26 17:52:34,2014,3,8,"August","35","Tuesday",26,238,1409075554.883,"2014.35","Other","","","","Damage",108
"8699","",934090,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_x","RServe interface",2014-08-26 19:19:32,2014,3,8,"August","35","Tuesday",26,238,1409080772.527,"2014.35","CSR","","","","Damage",108
"8700","",934090,528,50,"Outsource","CRO3",1,1,"NULL","NULL","datasource_z","Unmapped",2014-08-26 19:19:32,2014,3,8,"August","35","Tuesday",26,238,1409080772.527,"2014.35","CSR","","","","Damage",108
"8702","",934104,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_z","RServe interface",2014-08-26 20:11:52,2014,3,8,"August","35","Tuesday",26,238,1409083912.5,"2014.35","CSR","","","","Damage",3
"8703","",934104,528,50,"In-House","Janssen",1,1,"NULL","NULL","datasource_y","Unmapped",2014-08-26 20:11:52,2014,3,8,"August","35","Tuesday",26,238,1409083912.5,"2014.35","CSR","","","","Damage",3
"8705","",934148,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_x","RServe interface",2014-08-26 22:14:37,2014,3,8,"August","35","Tuesday",26,238,1409091277.897,"2014.35","CSR","","","","Damage",106
"8706","",934246,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_x","RServe interface",2014-08-27 11:15:34,2014,3,8,"August","35","Wednesday",27,239,1409138134.32,"2014.35","Submission","","","","Damage",1
"8708","",934263,505,100,"Outsource","CRO1",1,1,"NULL","NULL","claim_history","RServe interface",2014-08-27 12:10:10,2014,3,8,"August","35","Wednesday",27,239,1409141410.597,"2014.35","CSR","","","","Damage",37
"8709","",934263,528,50,"Outsource","CRO3",1,1,"NULL","NULL","datasource_z","Unmapped",2014-08-27 12:10:10,2014,3,8,"August","35","Wednesday",27,239,1409141410.597,"2014.35","CSR","","","","Damage",37
"8711","",934346,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_y","RServe interface",2014-08-27 15:33:16,2014,3,8,"August","35","Wednesday",27,239,1409153596.847,"2014.35","CSR","","","","Damage",3
"8712","",934346,528,50,"Outsource","CRO3",1,1,"NULL","NULL","datasource_y","Unmapped",2014-08-27 15:33:16,2014,3,8,"August","35","Wednesday",27,239,1409153596.847,"2014.35","CSR","","","","Damage",3
"8715","",934378,505,100,"In-House","Janssen",1,1,"NULL","NULL","claim_history","RServe interface",2014-08-27 16:59:47,2014,3,8,"August","35","Wednesday",27,239,1409158787.953,"2014.35","CSR","","","","Damage",102
"8732","",935138,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_y","RServe interface",2014-08-27 22:01:49,2014,3,8,"August","35","Wednesday",27,239,1409176909.66,"2014.35","CSR","","","","Damage",3
"8733","",935138,528,50,"Outsource","CRO3",1,1,"NULL","NULL","claim_history","Unmapped",2014-08-27 22:01:49,2014,3,8,"August","35","Wednesday",27,239,1409176909.66,"2014.35","CSR","","","","Damage",3
"8735","",935144,505,100,"In-House","Janssen",1,1,"NULL","NULL","R_model","RServe interface",2014-08-27 22:33:27,2014,3,8,"August","35","Wednesday",27,239,1409178807.613,"2014.35","Submission","","","","Damage",3
"8736","",935144,528,50,"Outsource","CRO3",1,1,"NULL","NULL","datasource_y","Unmapped",2014-08-27 22:33:27,2014,3,8,"August","35","Wednesday",27,239,1409178807.613,"2014.35","Submission","","","","Damage",3
"8737","",935283,505,100,"Outsource","CRO1",1,1,"NULL","NULL","datasource_x","RServe interface",2014-08-28 12:50:10,2014,3,8,"August","35","Thursday",28,240,1409230210.373,"2014.35","CSR","","","","Damage",2
"8738","",935283,528,50,"Outsource","CRO3",1,1,"NULL","NULL","claim_history","Unmapped",2014-08-28 12:50:10,2014,3,8,"August","35","Thursday",28,240,1409230210.373,"2014.35","CSR","","","","Damage",2
"8739","",935285,505,100,"Outsource","CRO1",1,1,"NULL","NULL","datasource_x","RServe interface",2014-08-28 12:52:47,2014,3,8,"August","35","Thursday",28,240,1409230367.58,"2014.35","Other","","","","Damage",2
"8740","",935285,528,50,"Outsource","CRO3",1,1,"NULL","NULL","datasource_z","Unmapped",2014-08-28 12:52:47,2014,3,8,"August","35","Thursday",28,240,1409230367.58,"2014.35","Other","","","","Damage",2
"8742","",935364,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_z","RServe interface",2014-08-28 15:44:42,2014,3,8,"August","35","Thursday",28,240,1409240682.02,"2014.35","Other","","","","Damage",107
"8743","",935364,528,50,"Outsource","CRO3",1,1,"NULL","NULL","R_model","Unmapped",2014-08-28 15:44:42,2014,3,8,"August","35","Thursday",28,240,1409240682.02,"2014.35","Other","","","","Damage",107
"8744","",935367,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_x","RServe interface",2014-08-28 15:48:08,2014,3,8,"August","35","Thursday",28,240,1409240888.71,"2014.35","CSR","","","","Damage",2
"8745","",935367,528,50,"In-House","Janssen",1,1,"NULL","NULL","datasource_y","Unmapped",2014-08-28 15:48:08,2014,3,8,"August","35","Thursday",28,240,1409240888.71,"2014.35","CSR","","","","Damage",2
"8751","",935759,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_y","RServe interface",2014-08-28 17:10:25,2014,3,8,"August","35","Thursday",28,240,1409245825.983,"2014.35","CSR","","","","Damage",102
"8756","",935971,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_z","RServe interface",2014-08-28 22:23:36,2014,3,8,"August","35","Thursday",28,240,1409264616.013,"2014.35","CSR","","","","Damage",1
"8759","",935981,505,100,"Outsource","CRO1",1,1,"NULL","NULL","datasource_y","RServe interface",2014-08-28 22:59:56,2014,3,8,"August","35","Thursday",28,240,1409266796.483,"2014.35","CSR","","","","Damage",108
"8760","",935981,528,50,"In-House","Janssen",1,1,"NULL","NULL","R_model","Unmapped",2014-08-28 22:59:56,2014,3,8,"August","35","Thursday",28,240,1409266796.483,"2014.35","CSR","","","","Damage",108
"8764","",936093,505,100,"Outsource","CRO1",1,1,"NULL","NULL","datasource_y","RServe interface",2014-08-29 12:14:49,2014,3,8,"August","35","Friday",29,241,1409314489.973,"2014.35","CSR","","","","Damage",39
"8765","",936093,528,50,"Outsource","CRO3",1,1,"NULL","NULL","datasource_y","Unmapped",2014-08-29 12:14:49,2014,3,8,"August","35","Friday",29,241,1409314489.973,"2014.35","CSR","","","","Damage",39
"8766","",936121,505,100,"Outsource","CRO1",1,1,"NULL","NULL","datasource_z","RServe interface",2014-08-29 13:08:43,2014,3,8,"August","35","Friday",29,241,1409317723.443,"2014.35","CSR","","","","Damage",1
"8776","",936804,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_y","RServe interface",2014-08-30 01:18:55,2014,3,8,"August","35","Saturday",30,242,1409361535.737,"2014.35","Submission","","","","Damage",108
"8777","",936804,528,50,"In-House","Janssen",1,1,"NULL","NULL","datasource_x","Unmapped",2014-08-30 01:18:55,2014,3,8,"August","35","Saturday",30,242,1409361535.737,"2014.35","Submission","","","","Damage",108
"8780","",936889,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_y","RServe interface",2014-08-30 12:40:23,2014,3,8,"August","35","Saturday",30,242,1409402423.487,"2014.35","CSR","","","","Damage",38
"8781","",936889,528,50,"Outsource","CRO3",1,1,"NULL","NULL","datasource_x","Unmapped",2014-08-30 12:40:23,2014,3,8,"August","35","Saturday",30,242,1409402423.487,"2014.35","CSR","","","","Damage",38
"8782","",936917,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_y","RServe interface",2014-08-30 13:46:47,2014,3,8,"August","35","Saturday",30,242,1409406407.99,"2014.35","CSR","","","","Damage",1
"8785","",936940,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_z","RServe interface",2014-08-30 14:52:08,2014,3,8,"August","35","Saturday",30,242,1409410328.49,"2014.35","CSR","","","","Damage",28
"8786","",936940,528,50,"In-House","Janssen",1,1,"NULL","NULL","datasource_z","Unmapped",2014-08-30 14:52:08,2014,3,8,"August","35","Saturday",30,242,1409410328.49,"2014.35","CSR","","","","Damage",28
"8788","",936959,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_x","RServe interface",2014-08-30 16:02:25,2014,3,8,"August","35","Saturday",30,242,1409414545.63,"2014.35","CSR","","","","Damage",4
"8789","",936959,528,50,"In-House","Janssen",1,1,"NULL","NULL","R_model","Unmapped",2014-08-30 16:02:25,2014,3,8,"August","35","Saturday",30,242,1409414545.63,"2014.35","CSR","","","","Damage",4
"8790","",937245,505,100,"In-House","Janssen",1,1,"NULL","NULL","R_model","RServe interface",2014-09-01 10:02:31,2014,3,9,"September","35","Monday",1,244,1409565751.087,"2014.35","Other","","","","Damage",2
"8791","",937245,528,50,"Outsource","CRO3",1,1,"NULL","NULL","datasource_y","Unmapped",2014-09-01 10:02:31,2014,3,9,"September","35","Monday",1,244,1409565751.087,"2014.35","Other","","","","Damage",2
"8792","",937406,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_x","RServe interface",2014-09-01 15:15:45,2014,3,9,"September","35","Monday",1,244,1409584545.193,"2014.35","CSR","","","","Damage",2
"8793","",937406,528,50,"Outsource","CRO3",1,1,"NULL","NULL","claim_history","Unmapped",2014-09-01 15:15:45,2014,3,9,"September","35","Monday",1,244,1409584545.193,"2014.35","CSR","","","","Damage",2
"8796","",937410,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_y","RServe interface",2014-09-01 15:23:39,2014,3,9,"September","35","Monday",1,244,1409585019.863,"2014.35","CSR","","","","Damage",4
"8797","",937410,528,50,"Outsource","CRO3",1,1,"NULL","NULL","datasource_y","Unmapped",2014-09-01 15:23:39,2014,3,9,"September","35","Monday",1,244,1409585019.863,"2014.35","CSR","","","","Damage",4
"8799","",937411,505,100,"In-House","Janssen",1,1,"NULL","NULL","claim_history","RServe interface",2014-09-01 15:26:28,2014,3,9,"September","35","Monday",1,244,1409585188.377,"2014.35","CSR","","","","Damage",26
"8801","",937447,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_y","RServe interface",2014-09-01 16:22:45,2014,3,9,"September","35","Monday",1,244,1409588565.79,"2014.35","CSR","","","","Damage",3
"8802","",937447,528,50,"In-House","Janssen",1,1,"NULL","NULL","datasource_z","Unmapped",2014-09-01 16:22:45,2014,3,9,"September","35","Monday",1,244,1409588565.79,"2014.35","CSR","","","","Damage",3
"8809","",938544,505,100,"Outsource","CRO1",1,1,"NULL","NULL","R_model","RServe interface",2014-09-01 20:09:39,2014,3,9,"September","35","Monday",1,244,1409602179.817,"2014.35","Submission","","","","Damage",1
"8812","",938546,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_z","RServe interface",2014-09-01 20:12:06,2014,3,9,"September","35","Monday",1,244,1409602326.317,"2014.35","CSR","","","","Damage",5
"8813","",938546,528,50,"Outsource","CRO3",1,1,"NULL","NULL","datasource_z","Unmapped",2014-09-01 20:12:06,2014,3,9,"September","35","Monday",1,244,1409602326.317,"2014.35","CSR","","","","Damage",5
"8814","",938703,505,100,"Outsource","CRO1",1,1,"NULL","NULL","datasource_y","RServe interface",2014-09-02 12:35:05,2014,3,9,"September","36","Tuesday",2,245,1409661305.077,"2014.36","CSR","","","","Damage",2
"8815","",938703,528,50,"In-House","Janssen",1,1,"NULL","NULL","claim_history","Unmapped",2014-09-02 12:35:05,2014,3,9,"September","36","Tuesday",2,245,1409661305.077,"2014.36","CSR","","","","Damage",2
"8847","",940243,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_y","RServe interface",2014-09-02 19:35:26,2014,3,9,"September","36","Tuesday",2,245,1409686526.397,"2014.36","Other","","","","Damage",29
"8848","",940243,528,50,"Outsource","CRO3",1,1,"NULL","NULL","datasource_x","Unmapped",2014-09-02 19:35:26,2014,3,9,"September","36","Tuesday",2,245,1409686526.397,"2014.36","Other","","","","Damage",29
"8849","",940293,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_x","RServe interface",2014-09-02 21:48:16,2014,3,9,"September","36","Tuesday",2,245,1409694496.633,"2014.36","CSR","","","","Damage",1
"8851","",940296,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_x","RServe interface",2014-09-02 22:02:22,2014,3,9,"September","36","Tuesday",2,245,1409695342.75,"2014.36","Other","","","","Damage",107
"8852","",940296,528,50,"Outsource","CRO3",1,1,"NULL","NULL","datasource_y","Unmapped",2014-09-02 22:02:22,2014,3,9,"September","36","Tuesday",2,245,1409695342.75,"2014.36","Other","","","","Damage",107
"8854","",940376,505,100,"Outsource","CRO1",1,1,"NULL","NULL","datasource_y","RServe interface",2014-09-03 11:31:34,2014,3,9,"September","36","Wednesday",3,246,1409743894.33,"2014.36","CSR","","","","Damage",101
"8856","",941705,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_y","RServe interface",2014-09-03 16:32:50,2014,3,9,"September","36","Wednesday",3,246,1409761970.243,"2014.36","CSR","","","","Damage",2
"8857","",941705,528,50,"In-House","Janssen",1,1,"NULL","NULL","datasource_z","Unmapped",2014-09-03 16:32:50,2014,3,9,"September","36","Wednesday",3,246,1409761970.243,"2014.36","CSR","","","","Damage",2
"8875","",942646,505,100,"Outsource","CRO1",1,1,"NULL","NULL","R_model","RServe interface",2014-09-03 21:49:10,2014,3,9,"September","36","Wednesday",3,246,1409780950.68,"2014.36","CSR","","","","Damage",3
"8876","",942646,528,50,"Outsource","CRO3",1,1,"NULL","NULL","datasource_z","Unmapped",2014-09-03 21:49:10,2014,3,9,"September","36","Wednesday",3,246,1409780950.68,"2014.36","CSR","","","","Damage",3
"8877","",942647,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_x","RServe interface",2014-09-03 21:50:54,2014,3,9,"September","36","Wednesday",3,246,1409781054.693,"2014.36","CSR","","","","Damage",1
"8878","",942662,505,100,"Outsource","CRO1",1,1,"NULL","NULL","claim_history","RServe interface",2014-09-04 06:14:51,2014,3,9,"September","36","Thursday",4,247,1409811291.153,"2014.36","CSR","","","","Damage",1
"8879","",942673,505,100,"Outsource","CRO1",1,1,"NULL","NULL","claim_history","RServe interface",2014-09-04 08:34:04,2014,3,9,"September","36","Thursday",4,247,1409819644.08,"2014.36","CSR","","","","Damage",2
"8880","",942673,528,50,"In-House","Janssen",1,1,"NULL","NULL","datasource_x","Unmapped",2014-09-04 08:34:04,2014,3,9,"September","36","Thursday",4,247,1409819644.08,"2014.36","CSR","","","","Damage",2
"8882","",942775,505,100,"Outsource","CRO1",1,1,"NULL","NULL","datasource_y","RServe interface",2014-09-04 14:03:42,2014,3,9,"September","36","Thursday",4,247,1409839422.873,"2014.36","CSR","","","","Damage",106
"8884","",942807,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_x","RServe interface",2014-09-04 15:11:16,2014,3,9,"September","36","Thursday",4,247,1409843476.66,"2014.36","CSR","","","","Damage",72
"8885","",942807,528,50,"Outsource","CRO3",1,1,"NULL","NULL","datasource_x","Unmapped",2014-09-04 15:11:16,2014,3,9,"September","36","Thursday",4,247,1409843476.66,"2014.36","CSR","","","","Damage",72
"8888","",943156,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_z","RServe interface",2014-09-04 17:09:16,2014,3,9,"September","36","Thursday",4,247,1409850556.83,"2014.36","CSR","","","","Damage",3
"8889","",943156,528,50,"Outsource","CRO3",1,1,"NULL","NULL","claim_history","Unmapped",2014-09-04 17:09:16,2014,3,9,"September","36","Thursday",4,247,1409850556.83,"2014.36","CSR","","","","Damage",3
"8899","",943344,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_z","RServe interface",2014-09-04 18:49:57,2014,3,9,"September","36","Thursday",4,247,1409856597.553,"2014.36","CSR","","","","Damage",27
"8900","",943344,528,50,"Outsource","CRO3",1,1,"NULL","NULL","datasource_y","Unmapped",2014-09-04 18:49:57,2014,3,9,"September","36","Thursday",4,247,1409856597.553,"2014.36","CSR","","","","Damage",27
"8902","",943353,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_z","RServe interface",2014-09-04 19:16:07,2014,3,9,"September","36","Thursday",4,247,1409858167.073,"2014.36","Other","","","","Damage",72
